index,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,valence,genre,duration_mins
252,0,2009,1,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.682,"pop, Dance/Electronic",3.43
253,0,2003,0,0.835,0.68,1,-6.02,0,0.21,0.1,0,0.889,"hip hop, pop, R&B",4.71
254,0,2014,1,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.329,"pop, rock, Dance/Electronic",3.85
255,0,2008,1,0.667,0.954,2,-3.462,1,0.0817,0.0296,0,0.807,pop,2.92
256,1,2008,0,0.648,0.801,5,-7.24,0,0.167,0.154,0,0.807,"hip hop, pop, R&B",4.01
257,0,1999,1,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.609,"rock, metal",3.61
258,0,2005,1,0.565,0.817,2,-4.338,1,0.27,0.152,0,0.477,"pop, R&B",3.76
259,0,2007,0,0.451,0.55,1,-8.137,1,0.262,0.0108,0,0.594,"hip hop, pop, R&B",3.8
260,1,2011,0,0.687,0.939,10,-4.372,0,0.146,0.0887,0,0.539,"hip hop, pop",3.74
261,0,2002,1,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.198,rock,3.62
262,0,2000,0,0.614,0.928,8,-4.806,0,0.0516,0.0408,0.00104,0.879,pop,3.34
263,0,2012,0,0.558,0.781,1,-5.448,0,0.0963,0.00657,0.00144,0.286,"pop, Dance/Electronic",3.57
264,0,2016,1,0.666,0.83,0,-5.715,1,0.0751,0.0123,0,0.702,pop,3.93
265,1,2016,1,0.774,0.753,4,-5.446,0,0.0517,0.152,0,0.896,pop,3.65
266,0,2012,1,0.791,0.754,0,-3.729,1,0.0569,0.00446,0,0.425,pop,3.91
267,0,2012,1,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.66,"pop, Dance/Electronic",3.22
268,0,2006,0,0.45,0.883,7,-4.094,1,0.0524,0.00193,0,0.328,metal,3.58
269,0,2018,1,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.175,"pop, R&B",3.81
270,0,2004,1,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.447,"pop, Dance/Electronic",2.86
271,0,2016,0,0.67,0.838,0,-4.031,1,0.0362,0.0605,0.000611,0.716,"pop, Dance/Electronic",3.7
272,1,2019,1,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.244,latin,4.18
273,0,2018,1,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.761,"pop, latin",3.97
274,0,2010,0,0.63,0.91,11,-2.919,0,0.144,0.0287,0,0.743,pop,2.8
275,0,2008,0,0.648,0.516,10,-8.869,0,0.049,0.00179,0,0.0756,"hip hop, pop, R&B",4.56
276,0,2015,1,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.583,"pop, R&B",3.56
277,0,2001,0,0.628,0.834,6,-6.341,0,0.0497,0.403,0,0.626,"pop, country",3.59
278,0,2001,1,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.964,"pop, Dance/Electronic",3.84
279,0,2007,0,0.699,0.699,8,-5.564,0,0.0737,0.358,0,0.611,"hip hop, pop, R&B",3.44
280,0,2012,1,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.847,"hip hop, pop",4.31
281,0,2002,0,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.538,pop,4.25
282,1,2003,0,0.646,0.6,9,-6.569,1,0.458,0.231,0,0.811,"hip hop, pop, R&B",3.73
283,0,2002,1,0.618,0.938,9,-3.442,1,0.0456,0.0179,0,0.875,rock,4.48
284,1,2007,0,0.596,0.62,5,-6.133,0,0.039,0.0122,0,0.102,hip hop,4.53
285,0,2012,1,0.715,0.791,10,-6.63,1,0.0414,0.0368,0,0.879,"pop, rock",3.35
286,1,2005,1,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.755,"hip hop, pop",3.49
287,0,2006,1,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.72,pop,3.24
288,0,2009,1,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.272,"hip hop, pop, R&B",3.87
289,0,2000,0,0.772,0.688,1,-4.715,0,0.0405,0.0548,9.79e-05,0.348,"pop, R&B",3.95
290,0,2004,0,0.605,0.584,11,-7.043,0,0.197,0.286,0,0.464,"pop, R&B",4.09
291,0,2004,0,0.817,0.806,6,-4.606,1,0.0623,0.027,9e-06,0.805,"hip hop, pop, R&B",3.74
292,0,2001,0,0.519,0.874,5,-5.122,1,0.034,0.0524,0,0.572,pop,3.44
293,0,2015,1,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.56,rock,3.81
294,0,2004,0,0.853,0.911,11,-6.722,0,0.125,0.0436,0.00571,0.802,set(),3.7
295,1,2006,0,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.778,"hip hop, pop",3.46
296,0,2017,1,0.562,0.8,0,-5.404,1,0.112,0.0814,0,0.471,pop,3.96
297,1,2011,0,0.415,0.934,6,-2.914,0,0.24,0.078,0,0.52,"hip hop, Dance/Electronic",3.95
298,0,2014,1,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.572,pop,3.6
299,0,2011,0,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.188,"pop, Dance/Electronic",3.26
300,0,2008,0,0.614,0.47,5,-6.09,0,0.0255,0.291,0,0.329,"pop, R&B",3.51
301,0,2012,1,0.637,0.732,7,-6.209,0,0.0965,0.244,0,0.68,"pop, Dance/Electronic",3.31
302,0,2016,1,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.728,pop,3.75
303,0,2006,0,0.7,0.887,7,-3.887,1,0.218,0.0805,0,0.883,"pop, R&B",3.52
304,0,2006,1,0.511,0.815,7,-3.14,1,0.144,0.0491,0,0.586,rock,3.59
305,1,2016,1,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.23,hip hop,2.95
306,0,2019,1,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.609,latin,5.03
307,0,2017,0,0.698,0.882,4,-3.078,0,0.0863,0.127,0,0.445,"pop, Dance/Electronic",3.34
308,0,2019,1,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.553,hip hop,3.59
309,0,2008,1,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.761,pop,3.21
310,0,2012,0,0.523,0.78,8,-3.464,1,0.0753,0.0366,0,0.193,"hip hop, pop, Dance/Electronic",4.52
311,0,2012,1,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.756,"hip hop, pop",2.92
312,1,2002,1,0.908,0.758,9,-4.753,0,0.174,0.0687,0,0.87,hip hop,4.96
313,1,2001,1,0.663,0.694,10,-8.627,0,0.171,0.0253,0,0.525,hip hop,5.68
314,0,2002,1,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.255,"rock, pop",5.13
315,0,2016,1,0.654,0.623,6,-5.273,0,0.082,0.253,0,0.401,pop,3.9
316,0,2008,0,0.709,0.745,4,-6.437,0,0.0337,0.0012,0.0127,0.355,pop,3.91
317,0,2008,0,0.709,0.745,4,-6.437,1,0.0338,0.414,0,0.661,"pop, Dance/Electronic",3.91
318,0,2008,0,0.709,0.745,4,-6.437,0,0.0738,0.0225,5.2e-05,0.576,"pop, R&B",3.91
319,0,2017,0,0.583,0.785,2,-3.991,0,0.0337,0.0012,0.0127,0.355,pop,4.51
320,0,2017,0,0.583,0.785,2,-3.991,1,0.0338,0.414,0,0.661,"pop, Dance/Electronic",4.51
321,0,2017,0,0.583,0.785,2,-3.991,0,0.0738,0.0225,5.2e-05,0.576,"pop, R&B",4.51
322,0,2016,1,0.748,0.524,8,-5.599,0,0.0337,0.0012,0.0127,0.355,pop,4.08
323,0,2016,1,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.661,"pop, Dance/Electronic",4.08
324,0,2016,1,0.748,0.524,8,-5.599,0,0.0738,0.0225,5.2e-05,0.576,"pop, R&B",4.08
325,1,2019,1,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.424,"hip hop, pop",3.43
326,0,2010,1,0.616,0.869,0,-3.911,1,0.0327,0.0283,0,0.473,"hip hop, pop",3.91
327,0,2006,0,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.452,"pop, R&B",4.01
328,1,2014,0,0.886,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.178,"hip hop, pop",3.99
329,1,2017,0,0.697,0.716,9,-6.288,0,0.113,0.118,0,0.506,pop,3.91
330,1,2000,0,0.656,0.88,11,-5.425,0,0.143,0.0421,0,0.758,hip hop,4.07
331,1,2014,0,0.826,0.571,11,-4.871,1,0.064,0.0239,7.38e-06,0.666,"hip hop, pop",5
332,0,2013,1,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.573,pop,3.87
333,0,2004,0,0.739,0.999,7,-5.077,1,0.0803,0.13,0.00224,0.501,pop,3.09
334,0,1999,0,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.779,pop,3.39
335,1,2006,0,0.819,0.485,6,-6.45,0,0.0756,0.0176,0,0.386,"hip hop, pop",4.61
336,0,2004,0,0.803,0.924,7,-6.466,1,0.0391,0.237,0.0167,0.788,"pop, rock, Dance/Electronic",4.43
337,0,2010,1,0.392,0.839,7,-1.921,1,0.193,0.158,0,0.232,"hip hop, pop, R&B",3.98
338,0,2011,0,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46e-06,0.567,"hip hop, pop, R&B",3.64
339,0,2002,1,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.427,pop,4.08
340,0,2019,1,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.656,latin,3.22
341,1,2015,0,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.344,pop,3.43
342,1,2016,1,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.492,hip hop,3.67
343,0,2006,0,0.825,0.876,10,-6.556,0,0.211,0.00928,1.2e-05,0.48,"hip hop, pop, R&B",3.9
344,1,2008,0,0.687,0.668,5,-4.061,1,0.0282,0.0253,0,0.418,"hip hop, pop",3.61
345,0,2004,0,0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.801,"pop, R&B",3.16
346,1,2016,0,0.674,0.71,9,-7.042,0,0.111,0.343,6.71e-06,0.234,"pop, Dance/Electronic",3.3
347,0,2013,1,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.786,pop,3.96
348,1,2015,0,0.586,0.613,5,-5.593,0,0.0386,0.00441,0.000183,0.319,pop,3.58
349,0,2010,1,0.768,0.82,7,-4.63,0,0.0474,0.179,0,0.625,"hip hop, pop, Dance/Electronic",3.55
350,0,2014,0,0.663,0.705,1,-4.972,0,0.0385,0.0654,0,0.477,pop,4.29
351,1,2000,1,0.865,0.664,2,-6.822,1,0.108,0.00689,0,0.565,"hip hop, pop, R&B",4.78
352,1,2009,1,0.516,0.874,9,-2.571,1,0.186,0.0864,0,0.391,hip hop,4.96
353,0,2007,1,0.736,0.74,0,-2.18,1,0.0786,0.515,0,0.803,"hip hop, pop",3.7
354,0,1999,0,0.581,0.607,4,-8.458,1,0.028,0.189,1.6e-06,0.213,pop,4.69
355,0,2006,1,0.855,0.587,8,-4.589,1,0.0258,0.084,0,0.484,"pop, R&B",2.96
356,0,2006,1,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.64,"hip hop, R&B",2.96
357,0,2019,0,0.68,0.644,0,-4.507,1,0.0258,0.084,0,0.484,"pop, R&B",4.38
358,0,2019,0,0.68,0.644,0,-4.507,1,0.0336,0.0505,0.00714,0.64,"hip hop, R&B",4.38
359,0,2003,1,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.681,"pop, R&B",3.94
360,0,2017,1,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.839,"pop, latin",3.88
361,1,2019,0,0.746,0.787,4,-6.373,1,0.12,0.214,0,0.607,pop,3.44
362,0,2012,0,0.661,0.746,4,-5.153,1,0.042,0.109,0,0.502,set(),3.14
363,0,2019,1,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.564,pop,2.97
364,0,2012,0,0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.878,country,3.48
365,0,2008,1,0.57,0.664,0,-4.718,0,0.0322,0.00836,1.2e-05,0.487,pop,3.56
366,0,2002,1,0.624,0.654,8,-6.582,0,0.183,0.577,0,0.564,pop,4.81
367,0,2007,0,0.767,0.881,9,-3.988,1,0.0301,0.00133,0.000139,0.961,"pop, Dance/Electronic",3.5
368,0,2007,0,0.584,0.681,1,-5.084,0,0.0781,0.495,0,0.821,"hip hop, pop",3.95
369,0,2005,1,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.966,hip hop,4.08
370,0,2010,1,0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.654,"hip hop, pop, R&B",3.68
371,1,2017,0,0.636,0.517,0,-6.759,1,0.36,0.00402,0,0.394,hip hop,3.1
372,1,2008,1,0.791,0.713,5,-3.742,0,0.254,0.0163,0,0.514,"hip hop, pop, rock",3.21
373,0,2016,1,0.716,0.908,8,-3.254,0,0.103,0.0858,0,0.869,"pop, latin",3.33
374,0,2015,1,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.337,"rock, pop",4.34
375,0,2005,1,0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.305,"rock, pop",4.96
376,0,2008,0,0.774,0.653,8,-5.158,0,0.05,0.0912,0,0.818,"pop, R&B",4.07
377,1,2003,0,0.772,0.724,6,-5.799,0,0.307,0.0149,0,0.518,"hip hop, pop",4.98
378,0,2012,0,0.797,0.867,11,-5.242,0,0.0696,0.0158,2.79e-06,0.716,"hip hop, pop, R&B",3.95
379,0,2019,1,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.513,pop,3.49
380,0,2011,1,0.878,0.746,11,-4.281,1,0.0451,0.0476,0,0.792,"hip hop, pop, Dance/Electronic",3.4
381,0,2000,0,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.74,"pop, R&B",3.67
382,0,2005,1,0.622,0.961,11,-3.198,0,0.154,0.00523,0,0.449,rock,3
383,0,2010,0,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.261,"pop, Dance/Electronic",4.81
384,0,2019,1,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.347,pop,2.85
385,0,2003,0,0.66,0.698,11,-4.722,0,0.0302,1.92e-05,0.166,0.511,rock,3.58
386,1,2008,1,0.949,0.79,8,-5.957,1,0.0756,0.00437,0,0.807,"hip hop, pop, R&B",4.1
387,0,2016,0,0.677,0.604,7,-5.32,1,0.0385,0.0612,0,0.297,pop,3.93
388,0,2016,0,0.696,0.517,2,-8.379,0,0.0366,0.364,0,0.23,pop,3.32
389,0,2006,1,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.73,rock,4.7
390,0,2011,0,0.622,0.942,7,-6.365,1,0.112,0.00713,0,0.773,latin,3.57
391,0,2013,1,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.353,pop,3.59
392,0,2009,1,0.88,0.443,11,-6.359,0,0.0653,0.462,7.13e-06,0.803,hip hop,3.69
393,0,2012,1,0.656,0.674,7,-5.473,1,0.0269,0.00242,0,0.369,pop,3.75
394,0,2002,0,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.309,Dance/Electronic,7.2
395,1,2008,1,0.713,0.746,0,-4.99,1,0.259,0.0402,0,0.47,"hip hop, pop",5
396,0,2012,0,0.512,0.828,11,-4.672,0,0.0454,0.00627,8.73e-06,0.34,"pop, Dance/Electronic",3.44
397,0,2007,1,0.459,0.895,2,-3.126,1,0.0805,0.00725,0,0.572,rock,3.05
398,0,2007,0,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-05,0.355,"pop, R&B",4
399,0,2012,1,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.428,rock,2.96
400,0,1999,0,0.586,0.659,0,-7.92,0,0.0304,0.011,0,0.147,"rock, pop",4.77
401,0,2017,0,0.66,0.786,2,-4.757,1,0.17,0.209,0,0.846,"pop, latin",3.8
402,0,2007,1,0.627,0.954,2,-4.804,1,0.0425,0.0015,0.000814,0.312,Dance/Electronic,3.72
403,1,2011,1,0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.217,"hip hop, pop, R&B",4.61
404,0,2012,1,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.393,"hip hop, pop, R&B",3.75
405,1,2005,0,0.672,0.814,7,-3.768,1,0.27,0.258,0,0.379,hip hop,3.89
406,0,2003,0,0.663,0.465,8,-9.711,0,0.0317,0.555,0.00183,0.279,"pop, R&B",4.74
407,0,2003,0,0.792,0.797,0,-5.166,0,0.0901,0.062,0.00325,0.491,pop,4.61
408,0,2012,1,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.801,"pop, Dance/Electronic",3.53
409,0,2001,0,0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.423,"hip hop, pop, R&B",4.43
410,1,2002,1,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.607,"hip hop, pop, R&B",4.82
411,0,2004,0,0.752,0.722,11,-4.207,0,0.104,0.0108,0.000536,0.612,"hip hop, pop, R&B",3.29
412,0,2002,1,0.64,0.889,2,-3.073,1,0.322,0.107,0,0.436,pop,4.98
413,1,2003,0,0.779,0.655,1,-7.147,1,0.318,0.0319,2.63e-06,0.645,hip hop,4.09
414,0,2010,0,0.678,0.739,2,-5.068,1,0.0352,0.32,2.36e-06,0.658,country,3.82
415,0,2005,0,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.462,"rock, pop",3.23
416,1,2005,1,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.71,"hip hop, pop",3.57
417,0,2008,1,0.707,0.813,11,-4.515,0,0.0571,0.0863,0,0.722,"hip hop, pop, R&B",3.98
418,0,2013,1,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.405,rock,4.54
419,1,2015,1,0.712,0.564,8,-6.527,1,0.047,0.0266,0,0.411,"pop, R&B",3.46
420,1,2011,0,0.663,0.843,2,-3.672,1,0.049,0.0491,0,0.375,"hip hop, pop",3.25
421,0,2006,0,0.826,0.67,2,-5.559,1,0.169,0.00798,0,0.794,"hip hop, pop, R&B",3.77
422,0,2007,0,0.753,0.759,8,-4.829,1,0.0487,0.0523,0,0.706,"pop, latin",3.66
423,0,2001,0,0.847,0.877,2,-5.424,1,0.0493,0.124,0,0.764,Dance/Electronic,3.62
424,0,2009,0,0.855,0.668,11,-4.892,1,0.0644,0.0242,0,0.803,"hip hop, pop, R&B",3.51
425,0,2005,0,0.412,0.944,0,-2.896,1,0.0448,0.0724,0.000493,0.79,rock,3.58
426,0,2001,0,0.771,0.796,5,-3.081,0,0.076,0.0993,0.00278,0.801,"pop, R&B",4.42
427,1,2019,1,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.523,pop,3.37
428,0,2011,1,0.758,0.557,7,-4.568,1,0.034,0.0117,0,0.781,"hip hop, pop",3.86
429,0,2014,1,0.806,0.608,1,-7.008,0,0.195,0.223,0,0.189,"hip hop, pop, R&B",3.66
430,0,2014,1,0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.849,pop,3.66
431,1,2015,1,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.189,"hip hop, pop, R&B",3.3
432,1,2015,1,0.765,0.356,11,-5.556,1,0.0659,0.0113,0,0.849,pop,3.3
433,0,1999,0,0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.961,Dance/Electronic,3.8
434,0,2019,1,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.234,"pop, Dance/Electronic",2.97
435,0,2005,1,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.549,"pop, R&B",4.53
436,0,2005,0,0.7,0.529,10,-6.816,0,0.0395,0.0422,0,0.386,"pop, R&B",3.9
437,0,2016,0,0.644,0.72,10,-9.635,0,0.0419,0.00145,0.504,0.53,Dance/Electronic,3.51
438,0,2011,0,0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.674,"pop, Dance/Electronic",3.29
439,0,2016,1,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.422,"pop, Dance/Electronic",3.47
440,0,2001,0,0.624,0.85,0,-4.754,0,0.0756,0.00234,0,0.615,pop,3.51
441,0,2005,0,0.662,0.785,9,-5.299,1,0.186,0.16,0,0.604,"hip hop, pop",3.65
442,0,2005,0,0.636,0.558,7,-7.076,1,0.0245,0.462,0,0.572,"hip hop, pop, R&B",4.07
443,1,2006,0,0.801,0.454,2,-6.035,1,0.0371,0.225,0,0.34,pop,4.88
444,1,2016,0,0.464,0.771,8,-4.503,1,0.336,0.0235,0,0.69,hip hop,3.3
445,0,2005,0,0.69,0.928,5,-2.76,0,0.061,0.00937,0,0.604,"hip hop, pop",4
446,0,2019,1,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.677,pop,3.05
447,0,2001,0,0.822,0.672,7,-6.133,1,0.0329,0.0285,0,0.91,pop,3.89
448,0,2008,1,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.542,"hip hop, pop, R&B",4.45
449,0,2012,0,0.722,0.958,4,-3.617,1,0.0912,0.00726,0,0.952,"hip hop, pop, latin",3.44
450,1,2015,1,0.856,0.527,2,-5.225,1,0.0997,0.392,0,0.386,"hip hop, pop, R&B",4.45
451,0,2004,0,0.523,0.795,4,-2.92,1,0.0386,0.00462,0,0.484,pop,3.37
452,0,2004,0,0.523,0.795,4,-2.92,1,0.0594,0.0502,0.000925,0.679,pop,3.37
453,0,2000,0,0.699,0.618,7,-7.338,1,0.0386,0.00462,0,0.484,pop,4.68
454,0,2000,0,0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.679,pop,4.68
455,0,2000,0,0.859,0.622,11,-8.196,1,0.0445,0.0661,0,0.433,"pop, R&B",4.06
456,0,2012,0,0.602,0.691,7,-5.197,0,0.051,0.0548,0,0.206,"hip hop, pop, R&B",3.71
457,0,2011,0,0.671,0.808,2,-4.861,0,0.0652,0.02,0,0.637,"hip hop, pop",3.43
458,0,2018,1,0.783,0.61,7,-6.124,1,0.0696,0.343,0,0.418,pop,3.57
459,0,2003,0,0.655,0.433,5,-7.577,0,0.0348,0.444,0,0.199,"hip hop, pop, R&B",4.09
460,0,2012,1,0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.438,"pop, Dance/Electronic",3.55
461,1,2011,0,0.636,0.901,1,-7.094,0,0.118,0.119,0,0.836,hip hop,2.77
462,0,2018,1,0.856,0.632,6,-3.692,0,0.074,0.193,0,0.697,pop,3.01
463,0,2009,0,0.657,0.695,2,-4.493,1,0.0321,0.0108,0,0.683,"hip hop, pop, R&B",3.54
464,1,2002,0,0.64,0.59,7,-7.442,1,0.32,0.252,0,0.519,pop,5.3
465,0,2010,1,0.7,0.598,2,-7.783,1,0.114,0.0369,0,0.594,"hip hop, pop, R&B",3.81
466,0,2011,0,0.753,0.88,4,-4.689,0,0.0806,0.087,0,0.794,hip hop,3.11
467,0,2015,1,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.595,pop,3.2
468,0,2004,0,0.809,0.965,0,-3.947,1,0.0427,0.177,0,0.672,pop,3.59
469,0,2012,0,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24e-05,0.53,"hip hop, pop, Dance/Electronic",4.01
470,0,2012,1,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.721,pop,3.27
471,1,2004,0,0.892,0.628,1,-3.832,1,0.216,0.169,0,0.676,"hip hop, pop",4.43
472,0,2001,1,0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.497,pop,4.33
473,1,2017,0,0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.814,hip hop,3.49
474,1,2014,1,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.401,"pop, R&B",5.39
475,0,2018,1,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.839,latin,3.34
476,0,2017,1,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.0951,"pop, Dance/Electronic",3.98
477,0,2010,1,0.751,0.783,4,-3.724,1,0.0859,0.00379,0,0.816,"hip hop, pop",3.38
478,0,2012,0,0.62,0.869,1,-5.252,1,0.175,0.0181,0,0.76,pop,3.83
479,1,2019,1,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.413,hip hop,3.17
480,0,2014,1,0.659,0.381,2,-5.922,0,0.0304,0.385,0,0.426,"pop, R&B",4.2
481,1,2012,0,0.54,0.856,0,-3.966,0,0.1,0.109,0,0.258,pop,4.58
482,0,2019,0,0.505,0.428,5,-5.604,1,0.221,0.489,0,0.618,pop,2.62
483,0,2018,1,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.319,"hip hop, pop",2.9
484,0,2018,1,0.68,0.942,9,-4.208,1,0.0631,0.175,0.0013,0.647,"pop, Dance/Electronic",3.83
485,0,2010,1,0.72,0.607,1,-4.168,1,0.0322,0.0543,0,0.828,"hip hop, pop, R&B",3.37
486,0,2014,1,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.499,pop,4.29
487,0,2015,0,0.373,0.858,6,-6.536,0,0.0889,0.00407,0.0016,0.605,"rock, pop",3.64
488,1,2009,1,0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.811,hip hop,4.62
489,0,2009,1,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.142,"pop, R&B",3.61
490,0,2001,0,0.776,0.844,11,-5.305,1,0.0297,0.0277,0.000244,0.868,"pop, latin",3.48
491,0,2001,0,0.578,0.581,0,-6.867,1,0.0318,0.0658,0.0042,0.408,pop,3.26
492,0,2001,0,0.469,0.316,10,-8.106,1,0.0265,0.504,6.04e-06,0.199,"pop, rock",5.05
493,0,2009,0,0.762,0.702,0,-5.87,1,0.0432,0.0167,0,0.898,"hip hop, pop, Dance/Electronic",3.45
494,0,2011,1,0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.333,"rock, pop",4.01
495,0,2013,0,0.705,0.783,5,-5.971,0,0.0327,0.0703,0,0.656,pop,3.26
496,1,2018,1,0.667,0.741,1,-4.099,1,0.0378,0.0425,0,0.422,"hip hop, pop",3.41
497,0,2005,0,0.49,0.956,1,-4.556,0,0.0407,0.00466,6.15e-06,0.577,rock,3.63
498,0,2003,0,0.398,0.284,3,-12.852,1,0.0337,0.966,8.57e-05,0.114,pop,3.84
499,0,2011,0,0.64,0.977,8,-5.369,1,0.0555,0.00461,1.68e-05,0.493,"hip hop, pop, Dance/Electronic",3.32
500,0,2001,0,0.682,0.917,11,-5.459,0,0.0318,0.15,0.0676,0.79,"pop, Dance/Electronic",3.56
501,1,2015,1,0.525,0.433,6,-10.598,1,0.185,0.107,0,0.276,"hip hop, pop, R&B",3.24
502,1,2002,0,0.714,0.862,6,-5.531,1,0.286,0.0305,0,0.887,hip hop,4.69
503,0,2004,0,0.802,0.672,7,-4.971,1,0.0847,0.0775,0,0.619,"hip hop, pop, R&B",3.17
504,1,2010,0,0.563,0.671,7,-4.788,1,0.0373,0.0422,0,0.45,pop,3.56
505,1,2013,1,0.853,0.693,1,-6.87,1,0.275,0.0239,0,0.662,hip hop,3.9
506,1,2018,0,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.376,hip hop,2.99
507,1,2018,1,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.534,"pop, Dance/Electronic",3.38
